base_station_x,base_station_y,device_x,device_y,device_r,channel_gain
3.448296944257913,4.493667318642264,-117.91252110850397,-88.8367304987778,182.86336788759377,(-8.839039217275558e-07-1.9603356563036777e-06j)
3.448296944257913,4.493667318642264,-142.59412120331623,74.1800587821296,190.22245149717028,(1.7155698219462178e-06-4.81688540681125e-07j)
3.448296944257913,4.493667318642264,-174.53036570457942,72.1808248658115,215.07662740308155,(-1.2057509933111418e-06-6.041418132517136e-07j)
3.448296944257913,4.493667318642264,120.63145828326617,-28.03055521183481,157.4475098330108,(-2.1992427647937768e-06-2.111049876080629e-06j)
3.448296944257913,4.493667318642264,37.696838908960004,-140.480408336494,179.41695917267444,(1.5443161632911393e-06-8.019530883296824e-07j)
3.448296944257913,4.493667318642264,-175.0964978047023,-79.78146393890202,221.31547953187695,(3.645341401434727e-07+6.722438970962126e-07j)
3.448296944257913,4.493667318642264,53.25201762682903,25.483222063418886,113.67045351458547,(2.0369037382187168e-06+4.2808212695802605e-06j)
3.448296944257913,4.493667318642264,181.02541761984034,23.121245586687763,204.64755180446826,(-1.6594147267961718e-06+8.613551746974076e-08j)
3.448296944257913,4.493667318642264,32.83123547122212,-183.6371310691439,215.07336975670697,(1.6751791065538053e-06-1.2221096708268806e-06j)
3.448296944257913,4.493667318642264,177.18030050727162,-23.947519304134094,202.46409597390496,(-2.3489221977324313e-07-6.084907544843165e-07j)
